domain_name,unified_sentiment,Sentences_clean,Aspects_clean,Aspects_sentiments_list,Aspects_list
Attractions,1.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، الفعاليات مقبولة وتمضية وقت ليس إلا أما التذاكر فـ سعر كان متوسطا ومقبولا، كما أن المكان ساحر وجميل جداً للتصوير,الفعاليات، التذاكر، المكان,"[0, 0, 1]","['الفعاليات', 'التذاكر', 'المكان']"
Attractions,0.0,قرأت تقييمات كثيرة وقررت التجربة، الفعاليات مملة جداً ولا يوجد تجديد. والتذاكر ليست رخيصة ولا غالية بل في المعقول أما المكان فـ مساحة وتصميمه مقبول ولا بأس به وبالنسبة للتنظيم فـ داخل المرفق كان عاديا,الفعاليات، التذاكر، المكان، التنظيم,"[-1, 0, 0, 0]","['الفعاليات', 'التذاكر', 'المكان', 'التنظيم']"
Attractions,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، الفعاليات كانت تقليدية ومكررة في حين أن ترتيب الدخول كان يسير بشكل طبيعي. وأسعار الدخول طبيعية مقارنة بالفعاليات,الفعاليات، التنظيم، التذاكر,"[0, 0, 0]","['الفعاليات', 'التنظيم', 'التذاكر']"
Attractions,0.0,بصراحة، مرتبين جداً والتنظيم احترافي بالإضافة إلى ذلك، أسعار الدخول طبيعية مقارنة بالفعاليات. والفعاليات مملة جداً ولا يوجد تجديد. ووجهة سياحية رائعة وتستحق الزيارة تكراراً,التنظيم، التذاكر، الفعاليات، المكان,"[1, 0, -1, 1]","['التنظيم', 'التذاكر', 'الفعاليات', 'المكان']"
Restaurants,0.0,بصراحة، المطعم نظيف لحد معقول. والطلبات كانت متوسطة المستوى ولا بأس بها,النظافة، الأكل,"[0, 0]","['النظافة', 'الأكل']"
Restaurants,0.0,قمت بتجربة هذا المكان وملاحظاتي هي: المطعم نظيف لحد معقول في حين أن بالنسبة للأكل فهو بمستوى طبيعي أما الأسعار فـ مبالغ فيها وغالية جداً وبالنسبة للخدمة فـ سرعة كانت في المعدل الطبيعي والمقبول,النظافة، الأكل، الأسعار، الخدمة,"[0, 0, -1, 0]","['النظافة', 'الأكل', 'الأسعار', 'الخدمة']"
Attractions,-1.0,التجربة بشكل عام كانت متفاوتة، لا توجد فعاليات تذكر والأنشطة سيئة بالإضافة إلى ذلك، سعر التذاكر كان متوسطا ومقبولا,الفعاليات، التذاكر,"[-1, 0]","['الفعاليات', 'التذاكر']"
Attractions,0.0,التنظيم داخل المرفق كان عاديا، كما أن المكان يعتبر جيد لقضاء بعض الوقت,التنظيم، المكان,"[0, 0]","['التنظيم', 'المكان']"
Hotels,-1.0,في زيارتي الأخيرة، الغرفة ضيقة جداً ومكتومة، كما أن بوفيه الإفطار كان تقليدياً ويقدم أصنافاً معتادة، كما أن موظفو الاستقبال قاموا بعملهم بشكل روتيني,الغرفة، الإفطار، الاستقبال,"[-1, 0, 0]","['الغرفة', 'الإفطار', 'الاستقبال']"
Attractions,1.0,التجربة بشكل عام كانت متفاوتة، أسعار الدخول طبيعية مقارنة بالفعاليات بالإضافة إلى ذلك، المكان ساحر وجميل جداً للتصوير، كما أن التنظيم رائع جداً وسلس للغاية. والعروض المقدمة كانت في المستوى الطبيعي,التذاكر، المكان، التنظيم، الفعاليات,"[0, 1, 1, 0]","['التذاكر', 'المكان', 'التنظيم', 'الفعاليات']"
Hotels,0.0,قمت بتجربة هذا المكان وملاحظاتي هي: جودة الطعام في الإفطار كانت ضعيفة جداً. موقع المكان عادي ويمكن الوصول إليه بسهولة أما الغرفة فـ بالنسبة للغرفة فهي بمستوى طبيعي ولا بأس بها، كما أن موظفو الاستقبال قاموا بعملهم بشكل روتيني,الإفطار، الموقع، الغرفة، الاستقبال,"[-1, 0, 0, 0]","['الإفطار', 'الموقع', 'الغرفة', 'الاستقبال']"
Hotels,-1.0,بصراحة، بوفيه الإفطار كان تقليدياً ويقدم أصنافاً معتادة في حين أن الغرفة كانت عادية وتفي بالغرض وبالنسبة للاستقبال فـ واجهنا بطء شديد ومماطلة من موظفي,الإفطار، الغرفة، الاستقبال,"[0, 0, -1]","['الإفطار', 'الغرفة', 'الاستقبال']"
Restaurants,0.0,التجربة بشكل عام كانت متفاوتة، الأكل مقبول لكنني تذوقت أفضل منه في حين أن المكان يلمع من النظافة والاهتمام بالتفاصيل، كما أن الأسعار مبالغ فيها وغالية جداً. ومستوى الخدمة لا بأس به,الأكل، النظافة، الأسعار، الخدمة,"[0, 1, -1, 0]","['الأكل', 'النظافة', 'الأسعار', 'الخدمة']"
Hotels,1.0,التجربة بشكل عام كانت متفاوتة، موقع الفندق ممتاز جداً وإطلالته خرافية أما الإفطار فـ بالنسبة للإفطار فهو جيد نسبيا كأي فندق آخر,الموقع، الإفطار,"[1, 0]","['الموقع', 'الإفطار']"
Attractions,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، المكان كئيب وممل جداً. وعروض رائعة ومتنوعة تناسب كل الأعمار,المكان، الفعاليات,"[-1, 1]","['المكان', 'الفعاليات']"
Attractions,1.0,في زيارتي الأخيرة، ترتيب الدخول كان يسير بشكل طبيعي أما التذاكر فـ سعر كان متوسطا ومقبولا في حين أن وجهة سياحية رائعة وتستحق الزيارة تكراراً,التنظيم، التذاكر، المكان,"[0, 0, 1]","['التنظيم', 'التذاكر', 'المكان']"
Attractions,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، لا بأس بالتنظيم بشكل عام. وقيمة التذكرة عادية,التنظيم، التذاكر,"[0, 0]","['التنظيم', 'التذاكر']"
Restaurants,0.0,قرأت تقييمات كثيرة وقررت التجربة، مستوى الخدمة لا بأس به بالإضافة إلى ذلك، طعم الأكل كان عادياً ولا يوجد فيه نكهة مميزة,الخدمة، الأكل,"[0, 0]","['الخدمة', 'الأكل']"
Hotels,-1.0,مساحة الغرفة كانت متوسطة كما توقعنا. الموقع مقبول ولا بأس به مقارنة بالسعر في حين أن جودة الطعام في الإفطار كانت ضعيفة جداً. وواجهنا بطء شديد ومماطلة من موظفي الاستقبال,الغرفة، الموقع، الإفطار، الاستقبال,"[0, 0, -1, -1]","['الغرفة', 'الموقع', 'الإفطار', 'الاستقبال']"
Hotels,1.0,قرأت تقييمات كثيرة وقررت التجربة، الموقع لا يتميز بشيء خاص ولكنه مناسب. أعجبتني الغرفة بنظافتها الفائقة وتصميمها الرائع,الموقع، الغرفة,"[0, 1]","['الموقع', 'الغرفة']"
Hotels,0.0,في زيارتي الأخيرة، الغرفة كانت عادية وتفي بالغرض وبالنسبة للإفطار فـ كان مقبولاً لكنه يفتقر للتنوع,الغرفة، الإفطار,"[0, 0]","['الغرفة', 'الإفطار']"
Hotels,-1.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، الموقع بعيد جداً ومقطوع عن الخدمات في حين أن الإفطار سيء جداً والخيارات محدودة، كما أن الغرفة كانت عادية وتفي بالغرض,الموقع، الإفطار، الغرفة,"[-1, -1, 0]","['الموقع', 'الإفطار', 'الغرفة']"
Restaurants,0.0,قمت بتجربة هذا المكان وملاحظاتي هي: الخدمة في المطعم كانت روتينية في حين أن الأكل مقبول لكنني تذوقت أفضل منه في حين أن مستوى النظافة عادي ولا بأس به. المطعم غالي بشكل مبالغ فيه ولا يستحق,الخدمة، الأكل، النظافة، الأسعار,"[0, 0, 0, -1]","['الخدمة', 'الأكل', 'النظافة', 'الأسعار']"
Attractions,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، التذكرة لا تستحق هذا السعر المرتفع إطلاقاً بالإضافة إلى ذلك، المكان ساحر وجميل جداً للتصوير وبالنسبة للفعاليات فالأنشطة الموجودة لا بأس بها للأطفال,التذاكر، المكان، الفعاليات,"[-1, 1, 0]","['التذاكر', 'المكان', 'الفعاليات']"
Attractions,1.0,التجربة بشكل عام كانت متفاوتة، الأنشطة والفعاليات ممتعة جداً ومليئة بالحماس وبالنسبة للتنظيم فـ داخل المرفق كان عاديا,الفعاليات، التنظيم,"[1, 0]","['الفعاليات', 'التنظيم']"
Hotels,0.0,إجراءات الدخول في الاستقبال كانت طبيعية ولم تستغرق وقتا طويلا أو قصيرا، كما أن أثاث الغرفة يبدو عادياً ليس حديثاً ولا قديماً جداً في حين أن الموقع مقبول ولا بأس به مقارنة بالسعر,الاستقبال، الغرفة، الموقع,"[0, 0, 0]","['الاستقبال', 'الغرفة', 'الموقع']"
Hotels,0.0,وجبة الإفطار كانت عادية ولم تكن مميزة أما الموقع فـ موقع المكان عادي ويمكن الوصول إليه بسهولة. طاقم الاستقبال كان عادياً في التعامل أما الغرفة فـ للأسف كانت سيئة وغير نظيفة على الإطلاق,الإفطار، الموقع، الاستقبال، الغرفة,"[0, 0, 0, -1]","['الإفطار', 'الموقع', 'الاستقبال', 'الغرفة']"
